actual_arrival_datetime,actual_departure_datetime,actual_fuel_consumption_gm_per_mile,actual_windspeed_kts,arrival_delay_seconds,service_id,station,station_call_id
2050-07-16 07:01,2050-07-16 08:00,24.31,0,3,DZ_0,Boumerdas,DZ_0_205007160701
2050-07-16 08:08,2050-07-16 09:00,158.26,0,17,DZ_0,Cheraga,DZ_0_205007160807
2050-07-16 09:18,2050-07-16 10:00,328.89,0,37,DZ_0,Beni Douala,DZ_0_205007160917
2050-07-16 10:14,2050-07-16 11:00,236.91,0,29,DZ_0,El Achir,DZ_0_205007161013
2050-07-16 11:40,2050-07-16 12:00,668.94,0,83,DZ_0,Ksar Chellala,DZ_0_205007161139
2050-07-16 12:20,2050-07-16 13:00,351.72,0,42,DZ_0,Frenda,DZ_0_205007161220
2050-07-16 13:44,2050-07-16 14:00,734.86,0,90,DZ_0,Messaad,DZ_0_205007161342
2050-07-16 14:50,2050-07-16 16:00,949.34,0,104,DZ_0,Thenia,DZ_0_205007161449
2050-07-16 16:01,2050-07-16 17:00,26.44,0,3,DZ_0,Boumerdas,DZ_0_205007161601
2050-07-16 17:08,2050-07-16 18:00,150.94,0,17,DZ_0,Cheraga,DZ_0_205007161707
2050-07-16 18:18,2050-07-16 19:00,322.44,0,37,DZ_0,Beni Douala,DZ_0_205007161817
2050-07-16 19:14,2050-07-16 20:00,231.92,0,29,DZ_0,El Achir,DZ_0_205007161913
2050-07-16 20:40,2050-07-16 21:00,683.48,0,83,DZ_0,Ksar Chellala,DZ_0_205007162039
2050-07-16 21:20,2050-07-16 22:00,340.61,0,42,DZ_0,Frenda,DZ_0_205007162120
2050-07-16 22:44,2050-07-16 23:00,813.04,0,90,DZ_0,Messaad,DZ_0_205007162242
2050-07-16 23:50,2050-07-17 01:00,967.43,0,104,DZ_0,Thenia,DZ_0_205007162349
2050-07-17 01:01,2050-07-17 02:00,25.64,0,3,DZ_0,Boumerdas,DZ_0_205007170101
2050-07-17 02:08,2050-07-17 03:00,137.75,0,17,DZ_0,Cheraga,DZ_0_205007170207
2050-07-17 03:18,2050-07-17 04:00,293.42,0,37,DZ_0,Beni Douala,DZ_0_205007170317
2050-07-17 04:14,2050-07-17 05:00,244.39,0,29,DZ_0,El Achir,DZ_0_205007170413
2050-07-17 05:40,2050-07-17 06:00,763.47,0,83,DZ_0,Ksar Chellala,DZ_0_205007170539
2050-07-17 06:20,2050-07-17 07:00,381.34,0,42,DZ_0,Frenda,DZ_0_205007170620
2050-07-17 07:44,2050-07-17 08:00,766.13,0,90,DZ_0,Messaad,DZ_0_205007170742
2050-07-17 08:50,2050-07-17 10:00,958.38,0,104,DZ_0,Thenia,DZ_0_205007170849
2050-07-17 10:01,2050-07-17 11:00,28.04,0,3,DZ_0,Boumerdas,DZ_0_205007171001
2050-07-17 11:08,2050-07-17 12:00,156.8,0,17,DZ_0,Cheraga,DZ_0_205007171107
2050-07-17 12:18,2050-07-17 13:00,332.12,0,37,DZ_0,Beni Douala,DZ_0_205007171217
2050-07-17 13:14,2050-07-17 14:00,261.84,0,29,DZ_0,El Achir,DZ_0_205007171313
2050-07-17 14:40,2050-07-17 15:00,756.19,0,83,DZ_0,Ksar Chellala,DZ_0_205007171439
2050-07-17 15:20,2050-07-17 16:00,348.01,0,42,DZ_0,Frenda,DZ_0_205007171520
2050-07-17 16:44,2050-07-17 17:00,781.77,0,90,DZ_0,Messaad,DZ_0_205007171642
2050-07-17 17:50,2050-07-17 19:00,958.38,0,104,DZ_0,Thenia,DZ_0_205007171749
2050-07-17 19:01,2050-07-17 20:00,25.64,0,3,DZ_0,Boumerdas,DZ_0_205007171901
2050-07-17 20:08,2050-07-17 21:00,145.08,0,17,DZ_0,Cheraga,DZ_0_205007172007
2050-07-17 21:18,2050-07-17 22:00,322.44,0,37,DZ_0,Beni Douala,DZ_0_205007172117
2050-07-17 22:14,2050-07-17 23:00,251.87,0,29,DZ_0,El Achir,DZ_0_205007172213
2050-07-17 23:40,2050-07-18 00:00,676.21,0,83,DZ_0,Ksar Chellala,DZ_0_205007172339
2050-07-18 00:20,2050-07-18 01:00,399.85,0,42,DZ_0,Frenda,DZ_0_205007180020
2050-07-18 01:44,2050-07-18 02:00,781.77,0,90,DZ_0,Messaad,DZ_0_205007180142
2050-07-18 02:50,2050-07-18 04:00,913.18,0,104,DZ_0,Thenia,DZ_0_205007180249
2050-07-18 04:01,2050-07-18 05:00,26.71,0,3,DZ_0,Boumerdas,DZ_0_205007180401
2050-07-18 05:08,2050-07-18 06:00,142.15,0,17,DZ_0,Cheraga,DZ_0_205007180507
2050-07-18 06:18,2050-07-18 07:00,319.22,0,37,DZ_0,Beni Douala,DZ_0_205007180617
2050-07-18 07:14,2050-07-18 08:00,239.4,0,29,DZ_0,El Achir,DZ_0_205007180713
2050-07-18 08:40,2050-07-18 09:00,756.19,0,83,DZ_0,Ksar Chellala,DZ_0_205007180839
2050-07-18 09:20,2050-07-18 10:00,359.12,0,42,DZ_0,Frenda,DZ_0_205007180920
2050-07-18 10:44,2050-07-18 11:00,836.49,0,90,DZ_0,Messaad,DZ_0_205007181042
2050-07-18 11:50,2050-07-18 13:00,867.97,0,104,DZ_0,Thenia,DZ_0_205007181149
2050-07-18 13:01,2050-07-18 14:00,26.71,0,3,DZ_0,Boumerdas,DZ_0_205007181301
2050-07-18 14:08,2050-07-18 15:00,156.8,0,17,DZ_0,Cheraga,DZ_0_205007181407
2050-07-18 15:18,2050-07-18 16:00,332.12,0,37,DZ_0,Beni Douala,DZ_0_205007181517
2050-07-18 16:14,2050-07-18 17:00,231.92,0,29,DZ_0,El Achir,DZ_0_205007181613
2050-07-18 17:40,2050-07-18 18:00,654.4,0,83,DZ_0,Ksar Chellala,DZ_0_205007181739
2050-07-18 18:20,2050-07-18 19:00,340.61,0,42,DZ_0,Frenda,DZ_0_205007181820
2050-07-18 19:44,2050-07-18 20:00,789.59,0,90,DZ_0,Messaad,DZ_0_205007181942
2050-07-18 20:50,2050-07-18 22:00,940.3,0,104,DZ_0,Thenia,DZ_0_205007182049
2050-07-18 22:01,2050-07-18 23:00,29.11,0,3,DZ_0,Boumerdas,DZ_0_205007182201
2050-07-18 23:08,2050-07-19 00:00,136.28,0,17,DZ_0,Cheraga,DZ_0_205007182307
2050-07-19 00:18,2050-07-19 01:00,293.42,0,37,DZ_0,Beni Douala,DZ_0_205007190017
2050-07-19 01:14,2050-07-19 02:00,224.44,0,29,DZ_0,El Achir,DZ_0_205007190113
2050-07-19 02:40,2050-07-19 03:00,654.4,0,83,DZ_0,Ksar Chellala,DZ_0_205007190239
2050-07-19 03:20,2050-07-19 04:00,377.63,0,42,DZ_0,Frenda,DZ_0_205007190320
2050-07-19 04:44,2050-07-19 05:00,820.86,0,90,DZ_0,Messaad,DZ_0_205007190442
2050-07-19 05:50,2050-07-19 07:00,849.89,0,104,DZ_0,Thenia,DZ_0_205007190549
2050-07-19 07:01,2050-07-19 08:00,25.11,0,3,DZ_0,Boumerdas,DZ_0_205007190701
2050-07-19 08:08,2050-07-19 09:00,131.89,0,17,DZ_0,Cheraga,DZ_0_205007190807
2050-07-19 09:18,2050-07-19 10:00,338.56,0,37,DZ_0,Beni Douala,DZ_0_205007190917
2050-07-19 10:14,2050-07-19 11:00,241.89,0,29,DZ_0,El Achir,DZ_0_205007191013
2050-07-19 11:40,2050-07-19 12:00,654.4,0,83,DZ_0,Ksar Chellala,DZ_0_205007191139
2050-07-19 12:20,2050-07-19 13:00,359.12,0,42,DZ_0,Frenda,DZ_0_205007191220
2050-07-19 13:44,2050-07-19 14:00,836.49,0,90,DZ_0,Messaad,DZ_0_205007191342
2050-07-19 14:50,2050-07-19 16:00,831.81,0,104,DZ_0,Thenia,DZ_0_205007191449
2050-07-19 16:01,2050-07-19 17:00,28.31,0,3,DZ_0,Boumerdas,DZ_0_205007191601
2050-07-19 17:08,2050-07-19 18:00,153.87,0,17,DZ_0,Cheraga,DZ_0_205007191707
2050-07-19 18:18,2050-07-19 19:00,306.32,0,37,DZ_0,Beni Douala,DZ_0_205007191817
2050-07-19 19:14,2050-07-19 20:00,229.43,0,29,DZ_0,El Achir,DZ_0_205007191913
2050-07-19 20:40,2050-07-19 21:00,734.38,0,83,DZ_0,Ksar Chellala,DZ_0_205007192039
2050-07-19 21:20,2050-07-19 22:00,396.14,0,42,DZ_0,Frenda,DZ_0_205007192120
2050-07-19 22:44,2050-07-19 23:00,820.86,0,90,DZ_0,Messaad,DZ_0_205007192242
2050-07-19 23:50,2050-07-20 01:00,858.93,0,104,DZ_0,Thenia,DZ_0_205007192349
2050-07-20 01:01,2050-07-20 02:00,26.44,0,3,DZ_0,Boumerdas,DZ_0_205007200101
2050-07-20 02:08,2050-07-20 03:00,134.82,0,17,DZ_0,Cheraga,DZ_0_205007200207
2050-07-20 03:18,2050-07-20 04:00,345.01,0,37,DZ_0,Beni Douala,DZ_0_205007200317
2050-07-20 04:14,2050-07-20 05:00,246.88,0,29,DZ_0,El Achir,DZ_0_205007200413
2050-07-20 05:40,2050-07-20 06:00,654.4,0,83,DZ_0,Ksar Chellala,DZ_0_205007200539
2050-07-20 06:20,2050-07-20 07:00,336.91,0,42,DZ_0,Frenda,DZ_0_205007200620
2050-07-20 07:44,2050-07-20 08:00,727.04,0,90,DZ_0,Messaad,DZ_0_205007200742
2050-07-20 08:50,2050-07-20 10:00,858.93,0,104,DZ_0,Thenia,DZ_0_205007200849
2050-07-20 10:01,2050-07-20 11:00,24.31,0,3,DZ_0,Boumerdas,DZ_0_205007201001
2050-07-20 11:08,2050-07-20 12:00,137.75,0,17,DZ_0,Cheraga,DZ_0_205007201107
2050-07-20 12:18,2050-07-20 13:00,312.77,0,37,DZ_0,Beni Douala,DZ_0_205007201217
2050-07-20 13:14,2050-07-20 14:00,231.92,0,29,DZ_0,El Achir,DZ_0_205007201313
2050-07-20 14:40,2050-07-20 15:00,748.92,0,83,DZ_0,Ksar Chellala,DZ_0_205007201439
2050-07-20 15:20,2050-07-20 16:00,392.44,0,42,DZ_0,Frenda,DZ_0_205007201520
2050-07-20 16:44,2050-07-20 17:00,766.13,0,108,DZ_0,Messaad,DZ_0_205007201642
2050-07-20 17:52,2050-07-20 19:00,985.51,3,171,DZ_0,Thenia,DZ_0_205007201749
2050-07-20 19:01,2050-07-20 20:00,26.98,3,5,DZ_0,Boumerdas,DZ_0_205007201901
2050-07-20 20:08,2050-07-20 21:00,140.68,3,28,DZ_0,Cheraga,DZ_0_205007202007
2050-07-20 21:18,2050-07-20 22:00,296.65,3,62,DZ_0,Beni Douala,DZ_0_205007202117
2050-07-20 22:14,2050-07-20 23:00,264.34,3,48,DZ_0,El Achir,DZ_0_205007202213
2050-07-20 23:42,2050-07-21 00:00,705.3,3,173,DZ_0,Ksar Chellala,DZ_0_205007202339
2050-07-21 00:21,2050-07-21 01:00,344.31,3,98,DZ_0,Frenda,DZ_0_205007210020
2050-07-21 01:45,2050-07-21 02:00,750.5,3,184,DZ_0,Messaad,DZ_0_205007210142
2050-07-21 02:52,2050-07-21 04:00,895.1,3,210,DZ_0,Thenia,DZ_0_205007210249
2050-07-21 04:01,2050-07-21 05:00,28.04,3,7,DZ_0,Boumerdas,DZ_0_205007210401
2050-07-21 05:08,2050-07-21 06:00,153.87,3,43,DZ_0,Cheraga,DZ_0_205007210507
2050-07-21 06:19,2050-07-21 07:00,303.1,3,94,DZ_0,Beni Douala,DZ_0_205007210617
2050-07-21 07:14,2050-07-21 08:00,271.82,3,80,DZ_0,El Achir,DZ_0_205007210713
2050-07-21 08:43,2050-07-21 09:00,676.21,3,218,DZ_0,Ksar Chellala,DZ_0_205007210839
2050-07-21 09:22,2050-07-21 10:00,370.23,3,128,DZ_0,Frenda,DZ_0_205007210920
2050-07-21 10:47,2050-07-21 11:00,820.86,3,320,DZ_0,Messaad,DZ_0_205007211042
2050-07-21 11:55,2050-07-21 13:00,886.05,3,371,DZ_0,Thenia,DZ_0_205007211149
2050-07-21 13:01,2050-07-21 14:00,26.71,3,11,DZ_0,Boumerdas,DZ_0_205007211301
2050-07-21 15:19,2050-07-21 16:00,328.89,3,140,DZ_0,Beni Douala,DZ_0_205007211517
2050-07-21 16:15,2050-07-21 17:00,264.34,3,109,DZ_0,El Achir,DZ_0_205007211613
2050-07-21 17:44,2050-07-21 18:00,770.74,3,320,DZ_0,Ksar Chellala,DZ_0_205007211739
2050-07-21 18:22,2050-07-21 19:00,370.23,3,152,DZ_0,Frenda,DZ_0_205007211820
2050-07-21 19:48,2050-07-21 20:00,828.67,3,328,DZ_0,Messaad,DZ_0_205007211942
2050-07-21 20:55,2050-07-21 22:00,922.22,3,379,DZ_0,Thenia,DZ_0_205007212049
2050-07-21 22:01,2050-07-21 23:00,24.84,3,10,DZ_0,Boumerdas,DZ_0_205007212201
2050-07-21 23:09,2050-07-22 00:00,153.87,3,62,DZ_0,Cheraga,DZ_0_205007212307
2050-07-22 00:19,2050-07-22 01:00,322.44,3,132,DZ_0,Beni Douala,DZ_0_205007220017
2050-07-22 01:15,2050-07-22 02:00,251.87,3,103,DZ_0,El Achir,DZ_0_205007220113
2050-07-22 02:44,2050-07-22 03:00,748.92,3,305,DZ_0,Ksar Chellala,DZ_0_205007220239
2050-07-22 03:22,2050-07-22 04:00,336.91,3,154,DZ_0,Frenda,DZ_0_205007220320
2050-07-22 04:47,2050-07-22 05:00,727.04,3,322,DZ_0,Messaad,DZ_0_205007220442
2050-07-22 05:54,2050-07-22 07:00,967.43,3,344,DZ_0,Thenia,DZ_0_205007220549
2050-07-22 07:01,2050-07-22 08:00,25.91,3,10,DZ_0,Boumerdas,DZ_0_205007220701
2050-07-22 08:08,2050-07-22 09:00,152.4,3,50,DZ_0,Cheraga,DZ_0_205007220807
2050-07-22 09:19,2050-07-22 10:00,341.79,3,118,DZ_0,Beni Douala,DZ_0_205007220917
2050-07-22 10:15,2050-07-22 11:00,234.41,3,89,DZ_0,El Achir,DZ_0_205007221013
2050-07-22 11:43,2050-07-22 12:00,770.74,3,260,DZ_0,Ksar Chellala,DZ_0_205007221139
2050-07-22 12:22,2050-07-22 13:00,385.04,3,127,DZ_0,Frenda,DZ_0_205007221220
2050-07-22 13:47,2050-07-22 14:00,758.31,3,278,DZ_0,Messaad,DZ_0_205007221342
2050-07-22 14:54,2050-07-22 16:00,976.47,3,343,DZ_0,Thenia,DZ_0_205007221449
2050-07-22 16:01,2050-07-22 17:00,24.31,3,10,DZ_0,Boumerdas,DZ_0_205007221601
2050-07-22 17:08,2050-07-22 18:00,156.8,3,50,DZ_0,Cheraga,DZ_0_205007221707
2050-07-22 18:19,2050-07-22 19:00,293.42,3,113,DZ_0,Beni Douala,DZ_0_205007221817
2050-07-22 19:15,2050-07-22 20:00,239.4,3,89,DZ_0,El Achir,DZ_0_205007221913
2050-07-22 20:44,2050-07-22 21:00,712.57,3,265,DZ_0,Ksar Chellala,DZ_0_205007222039
2050-07-22 21:22,2050-07-22 22:00,366.53,3,139,DZ_0,Frenda,DZ_0_205007222120
2050-07-22 22:47,2050-07-22 23:00,719.23,3,306,DZ_0,Messaad,DZ_0_205007222242
2050-07-22 23:55,2050-07-23 01:00,913.18,3,351,DZ_0,Thenia,DZ_0_205007222349
2050-07-23 01:01,2050-07-23 02:00,26.71,3,10,DZ_0,Boumerdas,DZ_0_205007230101
2050-07-23 02:08,2050-07-23 03:00,152.4,3,48,DZ_0,Cheraga,DZ_0_205007230207
2050-07-23 03:19,2050-07-23 04:00,293.42,3,119,DZ_0,Beni Douala,DZ_0_205007230317
2050-07-23 04:15,2050-07-23 05:00,246.88,3,94,DZ_0,El Achir,DZ_0_205007230413
2050-07-23 05:44,2050-07-23 06:00,668.94,3,272,DZ_0,Ksar Chellala,DZ_0_205007230539
2050-07-23 06:22,2050-07-23 07:00,336.91,3,143,DZ_0,Frenda,DZ_0_205007230620
2050-07-23 07:47,2050-07-23 08:00,703.59,3,296,DZ_0,Messaad,DZ_0_205007230742
2050-07-23 08:53,2050-07-23 10:00,922.22,3,278,DZ_0,Thenia,DZ_0_205007230849
2050-07-23 10:01,2050-07-23 11:00,26.44,3,7,DZ_0,Boumerdas,DZ_0_205007231001
2050-07-23 11:08,2050-07-23 12:00,149.47,3,39,DZ_0,Cheraga,DZ_0_205007231107
2050-07-23 12:18,2050-07-23 13:00,299.87,3,86,DZ_0,Beni Douala,DZ_0_205007231217
2050-07-23 13:14,2050-07-23 14:00,224.44,3,60,DZ_0,El Achir,DZ_0_205007231313
2050-07-23 14:43,2050-07-23 15:00,668.94,3,209,DZ_0,Ksar Chellala,DZ_0_205007231439
2050-07-23 15:21,2050-07-23 16:00,366.53,3,102,DZ_0,Frenda,DZ_0_205007231520
2050-07-23 16:45,2050-07-23 17:00,789.59,3,186,DZ_0,Messaad,DZ_0_205007231642
2050-07-23 17:52,2050-07-23 19:00,813.72,3,194,DZ_0,Thenia,DZ_0_205007231749
2050-07-23 19:01,2050-07-23 20:00,26.71,3,6,DZ_0,Boumerdas,DZ_0_205007231901
2050-07-23 20:08,2050-07-23 21:00,158.26,3,33,DZ_0,Cheraga,DZ_0_205007232007
2050-07-23 21:18,2050-07-23 22:00,351.46,3,69,DZ_0,Beni Douala,DZ_0_205007232117
2050-07-23 22:14,2050-07-23 23:00,271.82,3,59,DZ_0,El Achir,DZ_0_205007232213
2050-07-23 23:42,2050-07-24 00:00,676.21,3,176,DZ_0,Ksar Chellala,DZ_0_205007232339
2050-07-24 00:21,2050-07-24 01:00,359.12,3,107,DZ_0,Frenda,DZ_0_205007240020
2050-07-24 01:46,2050-07-24 02:00,828.67,3,216,DZ_0,Messaad,DZ_0_205007240142
2050-07-24 02:54,2050-07-24 04:00,904.14,3,298,DZ_0,Thenia,DZ_0_205007240249
2050-07-24 04:01,2050-07-24 05:00,28.85,3,9,DZ_0,Boumerdas,DZ_0_205007240401
2050-07-24 05:08,2050-07-24 06:00,131.89,3,45,DZ_0,Cheraga,DZ_0_205007240507
2050-07-24 06:19,2050-07-24 07:00,309.54,3,105,DZ_0,Beni Douala,DZ_0_205007240617
2050-07-24 07:14,2050-07-24 08:00,269.33,3,84,DZ_0,El Achir,DZ_0_205007240713
2050-07-24 08:44,2050-07-24 09:00,698.03,3,287,DZ_0,Ksar Chellala,DZ_0_205007240839
2050-07-24 09:22,2050-07-24 10:00,373.93,3,154,DZ_0,Frenda,DZ_0_205007240920
2050-07-24 10:47,2050-07-24 11:00,828.67,3,322,DZ_0,Messaad,DZ_0_205007241042
2050-07-24 13:01,2050-07-24 14:00,24.31,3,11,DZ_0,Boumerdas,DZ_0_205007241301
2050-07-24 14:08,2050-07-24 15:00,143.61,3,60,DZ_0,Cheraga,DZ_0_205007241407
2050-07-24 15:19,2050-07-24 16:00,315.99,3,132,DZ_0,Beni Douala,DZ_0_205007241517
2050-07-24 16:15,2050-07-24 17:00,261.84,3,97,DZ_0,El Achir,DZ_0_205007241613
2050-07-24 17:44,2050-07-24 18:00,727.11,3,272,DZ_0,Ksar Chellala,DZ_0_205007241739
2050-07-24 18:22,2050-07-24 19:00,396.14,3,146,DZ_0,Frenda,DZ_0_205007241820
2050-07-24 19:47,2050-07-24 20:00,852.13,3,312,DZ_0,Messaad,DZ_0_205007241942
2050-07-24 20:55,2050-07-24 22:00,967.43,3,376,DZ_0,Thenia,DZ_0_205007242049
2050-07-24 22:01,2050-07-24 23:00,29.11,3,12,DZ_0,Boumerdas,DZ_0_205007242201
2050-07-24 23:09,2050-07-25 00:00,136.28,3,65,DZ_0,Cheraga,DZ_0_205007242307
2050-07-25 00:19,2050-07-25 01:00,325.67,3,143,DZ_0,Beni Douala,DZ_0_205007250017
2050-07-25 01:15,2050-07-25 02:00,266.83,3,111,DZ_0,El Achir,DZ_0_205007250113
2050-07-25 02:44,2050-07-25 03:00,712.57,3,280,DZ_0,Ksar Chellala,DZ_0_205007250239
2050-07-25 03:22,2050-07-25 04:00,336.91,3,137,DZ_0,Frenda,DZ_0_205007250320
2050-07-25 04:47,2050-07-25 05:00,711.41,3,308,DZ_0,Messaad,DZ_0_205007250442
2050-07-25 05:54,2050-07-25 07:00,967.43,3,319,DZ_0,Thenia,DZ_0_205007250549
2050-07-25 07:01,2050-07-25 08:00,27.51,3,10,DZ_0,Boumerdas,DZ_0_205007250701
2050-07-25 08:08,2050-07-25 09:00,152.4,3,59,DZ_0,Cheraga,DZ_0_205007250807
2050-07-25 10:15,2050-07-25 11:00,251.87,3,93,DZ_0,El Achir,DZ_0_205007251013
2050-07-25 11:44,2050-07-25 12:00,712.57,3,276,DZ_0,Ksar Chellala,DZ_0_205007251139
2050-07-25 12:22,2050-07-25 13:00,355.42,3,147,DZ_0,Frenda,DZ_0_205007251220
2050-07-25 13:48,2050-07-25 14:00,813.04,3,329,DZ_0,Messaad,DZ_0_205007251342
2050-07-25 14:56,2050-07-25 16:00,840.85,3,421,DZ_0,Thenia,DZ_0_205007251449
2050-07-25 16:01,2050-07-25 17:00,25.91,3,13,DZ_0,Boumerdas,DZ_0_205007251601
2050-07-25 17:09,2050-07-25 18:00,131.89,3,68,DZ_0,Cheraga,DZ_0_205007251707
2050-07-25 18:20,2050-07-25 19:00,338.56,3,149,DZ_0,Beni Douala,DZ_0_205007251817
2050-07-25 19:15,2050-07-25 20:00,249.38,3,123,DZ_0,El Achir,DZ_0_205007251913
2050-07-25 20:45,2050-07-25 21:00,770.74,3,365,DZ_0,Ksar Chellala,DZ_0_205007252039
2050-07-25 21:23,2050-07-25 22:00,355.42,3,180,DZ_0,Frenda,DZ_0_205007252120
2050-07-25 22:48,2050-07-25 23:00,703.59,3,368,DZ_0,Messaad,DZ_0_205007252242
2050-07-25 23:56,2050-07-26 01:00,858.93,3,448,DZ_0,Thenia,DZ_0_205007252349
2050-07-01 21:33,2050-07-01 22:00,66.17,0,58,DE_1,Oschatz,DE_1_205007012132
2050-07-01 22:33,2050-07-01 23:00,57.82,0,57,DE_1,Dahlem,DE_1_205007012232
2050-07-02 00:13,2050-07-02 01:00,132.98,0,127,DE_1,Stade,DE_1_205007020011
2050-07-02 01:58,2050-07-02 03:00,110.77,0,100,DE_1,Gronau,DE_1_205007020156
2050-07-02 04:04,2050-07-02 05:00,124.92,0,112,DE_1,Karben,DE_1_205007020403
2050-07-02 05:42,2050-07-02 06:00,82.41,0,74,DE_1,Losheim,DE_1_205007020541
2050-07-02 07:48,2050-07-02 09:00,208.53,0,187,DE_1,Zeitz,DE_1_205007020745
2050-07-02 09:14,2050-07-02 10:00,30.33,0,25,DE_1,Weimar,DE_1_205007020914
2050-07-02 10:33,2050-07-02 11:00,59.17,0,58,DE_1,Oschatz,DE_1_205007021032
2050-07-02 11:33,2050-07-02 12:00,60.99,0,57,DE_1,Dahlem,DE_1_205007021132
2050-07-02 13:13,2050-07-02 14:00,152.57,0,127,DE_1,Stade,DE_1_205007021311
2050-07-02 14:58,2050-07-02 16:00,105.23,0,100,DE_1,Gronau,DE_1_205007021456
2050-07-02 17:04,2050-07-02 18:00,113.79,0,112,DE_1,Karben,DE_1_205007021703
2050-07-02 18:42,2050-07-02 19:00,80.78,0,74,DE_1,Losheim,DE_1_205007021841
2050-07-02 20:48,2050-07-02 22:00,198.21,0,187,DE_1,Zeitz,DE_1_205007022045
2050-07-02 22:14,2050-07-02 23:00,30.61,0,25,DE_1,Weimar,DE_1_205007022214
2050-07-02 23:33,2050-07-03 00:00,64.89,0,58,DE_1,Oschatz,DE_1_205007022332
2050-07-03 00:33,2050-07-03 01:00,57.18,0,57,DE_1,Dahlem,DE_1_205007030032
2050-07-03 02:13,2050-07-03 03:00,137.18,0,127,DE_1,Stade,DE_1_205007030211
2050-07-03 03:58,2050-07-03 05:00,120.74,0,100,DE_1,Gronau,DE_1_205007030356
2050-07-03 06:04,2050-07-03 07:00,132.34,0,114,DE_1,Karben,DE_1_205007030603
2050-07-03 07:42,2050-07-03 08:00,84.86,0,74,DE_1,Losheim,DE_1_205007030741
2050-07-03 09:48,2050-07-03 11:00,216.79,0,187,DE_1,Zeitz,DE_1_205007030945
2050-07-03 11:14,2050-07-03 12:00,30.05,0,25,DE_1,Weimar,DE_1_205007031114
2050-07-03 12:33,2050-07-03 13:00,64.26,0,58,DE_1,Oschatz,DE_1_205007031232
2050-07-03 13:33,2050-07-03 14:00,60.99,0,57,DE_1,Dahlem,DE_1_205007031332
2050-07-03 15:13,2050-07-03 16:00,138.58,0,127,DE_1,Stade,DE_1_205007031511
2050-07-03 16:58,2050-07-03 18:00,109.66,0,100,DE_1,Gronau,DE_1_205007031656
2050-07-03 19:04,2050-07-03 20:00,119.98,0,112,DE_1,Karben,DE_1_205007031903
2050-07-03 20:42,2050-07-03 21:00,84.86,0,74,DE_1,Losheim,DE_1_205007032041
2050-07-03 22:48,2050-07-04 00:00,220.92,0,187,DE_1,Zeitz,DE_1_205007032245
2050-07-04 00:14,2050-07-04 01:00,26.96,0,25,DE_1,Weimar,DE_1_205007040014
2050-07-04 01:33,2050-07-04 02:00,69.35,0,58,DE_1,Oschatz,DE_1_205007040132
2050-07-04 02:33,2050-07-04 03:00,64.81,0,57,DE_1,Dahlem,DE_1_205007040232
2050-07-04 04:13,2050-07-04 05:00,151.17,0,127,DE_1,Stade,DE_1_205007040411
2050-07-04 05:58,2050-07-04 07:00,112.99,0,100,DE_1,Gronau,DE_1_205007040556
2050-07-04 08:04,2050-07-04 09:00,124.92,0,112,DE_1,Karben,DE_1_205007040803
2050-07-04 09:42,2050-07-04 10:00,74.25,0,74,DE_1,Losheim,DE_1_205007040941
2050-07-04 11:48,2050-07-04 13:00,204.4,0,187,DE_1,Zeitz,DE_1_205007041145
2050-07-04 13:14,2050-07-04 14:00,26.68,0,25,DE_1,Weimar,DE_1_205007041314
2050-07-04 14:33,2050-07-04 15:00,64.26,0,58,DE_1,Oschatz,DE_1_205007041432
2050-07-04 15:33,2050-07-04 16:00,66.08,0,57,DE_1,Dahlem,DE_1_205007041532
2050-07-04 17:13,2050-07-04 18:00,152.57,0,127,DE_1,Stade,DE_1_205007041711
2050-07-04 18:58,2050-07-04 20:00,112.99,0,100,DE_1,Gronau,DE_1_205007041856
2050-07-04 21:04,2050-07-04 22:00,124.92,0,112,DE_1,Karben,DE_1_205007042103
2050-07-04 22:42,2050-07-04 23:00,73.44,0,74,DE_1,Losheim,DE_1_205007042241
2050-07-05 00:48,2050-07-05 02:00,189.95,0,187,DE_1,Zeitz,DE_1_205007050045
2050-07-05 02:14,2050-07-05 03:00,28.37,0,25,DE_1,Weimar,DE_1_205007050214
2050-07-05 03:33,2050-07-05 04:00,61.71,0,58,DE_1,Oschatz,DE_1_205007050332
2050-07-05 04:33,2050-07-05 05:00,68.62,0,57,DE_1,Dahlem,DE_1_205007050432
2050-07-05 06:13,2050-07-05 07:00,146.97,0,127,DE_1,Stade,DE_1_205007050611
2050-07-05 07:58,2050-07-05 09:00,120.74,0,100,DE_1,Gronau,DE_1_205007050756
2050-07-05 10:04,2050-07-05 11:00,127.4,0,112,DE_1,Karben,DE_1_205007051003
2050-07-05 11:42,2050-07-05 12:00,77.52,0,74,DE_1,Losheim,DE_1_205007051141
2050-07-05 13:48,2050-07-05 15:00,218.85,0,187,DE_1,Zeitz,DE_1_205007051345
2050-07-05 15:14,2050-07-05 16:00,28.09,0,25,DE_1,Weimar,DE_1_205007051514
2050-07-05 16:33,2050-07-05 17:00,66.17,0,58,DE_1,Oschatz,DE_1_205007051632
2050-07-05 17:33,2050-07-05 18:00,59.09,0,57,DE_1,Dahlem,DE_1_205007051732
2050-07-05 19:13,2050-07-05 20:00,138.58,0,127,DE_1,Stade,DE_1_205007051911
2050-07-05 20:58,2050-07-05 22:00,104.12,0,100,DE_1,Gronau,DE_1_205007052056
