forecast_windspeed_kts,scheduled_arrival_datetime,scheduled_departure_datetime,service_id,station,station_call_id
28,2050-07-04 04:10,2050-07-04 05:00,NL_1,Culemborg,NL_1_205007040410
27,2050-07-04 05:05,2050-07-04 06:00,NL_1,Barneveld,NL_1_205007040505
27,2050-07-04 06:11,2050-07-04 07:00,NL_1,Emmeloord,NL_1_205007040611
28,2050-07-04 07:14,2050-07-04 08:00,NL_1,Hoogezand,NL_1_205007040714
27,2050-07-04 08:16,2050-07-04 09:00,NL_1,Oldenzaal,NL_1_205007040816
30,2050-07-04 09:01,2050-07-04 10:00,NL_1,Losser,NL_1_205007040901
32,2050-07-04 10:24,2050-07-04 11:00,NL_1,Vught,NL_1_205007041024
35,2050-07-04 11:04,2050-07-04 12:00,NL_1,Tongelre,NL_1_205007041104
33,2050-07-04 12:10,2050-07-04 13:00,NL_1,Culemborg,NL_1_205007041210
31,2050-07-04 13:05,2050-07-04 14:00,NL_1,Barneveld,NL_1_205007041305
29,2050-07-04 14:11,2050-07-04 15:00,NL_1,Emmeloord,NL_1_205007041411
31,2050-07-04 15:14,2050-07-04 16:00,NL_1,Hoogezand,NL_1_205007041514
31,2050-07-04 16:16,2050-07-04 17:00,NL_1,Oldenzaal,NL_1_205007041616
32,2050-07-04 17:01,2050-07-04 18:00,NL_1,Losser,NL_1_205007041701
30,2050-07-04 18:24,2050-07-04 19:00,NL_1,Vught,NL_1_205007041824
24,2050-07-04 19:04,2050-07-04 20:00,NL_1,Tongelre,NL_1_205007041904
27,2050-07-04 20:10,2050-07-04 21:00,NL_1,Culemborg,NL_1_205007042010
26,2050-07-04 21:05,2050-07-04 22:00,NL_1,Barneveld,NL_1_205007042105
26,2050-07-04 22:11,2050-07-04 23:00,NL_1,Emmeloord,NL_1_205007042211
30,2050-07-04 23:14,2050-07-05 00:00,NL_1,Hoogezand,NL_1_205007042314
29,2050-07-05 00:16,2050-07-05 01:00,NL_1,Oldenzaal,NL_1_205007050016
29,2050-07-05 01:01,2050-07-05 02:00,NL_1,Losser,NL_1_205007050101
25,2050-07-05 02:24,2050-07-05 03:00,NL_1,Vught,NL_1_205007050224
26,2050-07-05 03:04,2050-07-05 04:00,NL_1,Tongelre,NL_1_205007050304
30,2050-07-05 04:10,2050-07-05 05:00,NL_1,Culemborg,NL_1_205007050410
31,2050-07-05 05:05,2050-07-05 06:00,NL_1,Barneveld,NL_1_205007050505
31,2050-07-05 06:11,2050-07-05 07:00,NL_1,Emmeloord,NL_1_205007050611
32,2050-07-05 07:14,2050-07-05 08:00,NL_1,Hoogezand,NL_1_205007050714
35,2050-07-05 08:16,2050-07-05 09:00,NL_1,Oldenzaal,NL_1_205007050816
34,2050-07-05 09:01,2050-07-05 10:00,NL_1,Losser,NL_1_205007050901
34,2050-07-05 10:24,2050-07-05 11:00,NL_1,Vught,NL_1_205007051024
32,2050-07-05 11:04,2050-07-05 12:00,NL_1,Tongelre,NL_1_205007051104
29,2050-07-05 12:10,2050-07-05 13:00,NL_1,Culemborg,NL_1_205007051210
30,2050-07-05 13:05,2050-07-05 14:00,NL_1,Barneveld,NL_1_205007051305
30,2050-07-05 14:11,2050-07-05 15:00,NL_1,Emmeloord,NL_1_205007051411
19,2050-07-05 15:14,2050-07-05 16:00,NL_1,Hoogezand,NL_1_205007051514
24,2050-07-05 16:16,2050-07-05 17:00,NL_1,Oldenzaal,NL_1_205007051616
24,2050-07-05 17:01,2050-07-05 18:00,NL_1,Losser,NL_1_205007051701
29,2050-07-05 18:24,2050-07-05 19:00,NL_1,Vught,NL_1_205007051824
29,2050-07-05 19:04,2050-07-05 20:00,NL_1,Tongelre,NL_1_205007051904
28,2050-07-05 20:10,2050-07-05 21:00,NL_1,Culemborg,NL_1_205007052010
28,2050-07-05 21:05,2050-07-05 22:00,NL_1,Barneveld,NL_1_205007052105
27,2050-07-05 22:11,2050-07-05 23:00,NL_1,Emmeloord,NL_1_205007052211
26,2050-07-05 23:14,2050-07-06 00:00,NL_1,Hoogezand,NL_1_205007052314
26,2050-07-06 00:16,2050-07-06 01:00,NL_1,Oldenzaal,NL_1_205007060016
25,2050-07-06 01:01,2050-07-06 02:00,NL_1,Losser,NL_1_205007060101
28,2050-07-06 02:24,2050-07-06 03:00,NL_1,Vught,NL_1_205007060224
26,2050-07-06 03:04,2050-07-06 04:00,NL_1,Tongelre,NL_1_205007060304
22,2050-07-06 04:10,2050-07-06 05:00,NL_1,Culemborg,NL_1_205007060410
25,2050-07-06 05:05,2050-07-06 06:00,NL_1,Barneveld,NL_1_205007060505
27,2050-07-06 06:11,2050-07-06 07:00,NL_1,Emmeloord,NL_1_205007060611
28,2050-07-06 07:14,2050-07-06 08:00,NL_1,Hoogezand,NL_1_205007060714
25,2050-07-06 08:16,2050-07-06 09:00,NL_1,Oldenzaal,NL_1_205007060816
25,2050-07-06 09:01,2050-07-06 10:00,NL_1,Losser,NL_1_205007060901
27,2050-07-06 10:24,2050-07-06 11:00,NL_1,Vught,NL_1_205007061024
24,2050-07-06 11:04,2050-07-06 12:00,NL_1,Tongelre,NL_1_205007061104
26,2050-07-06 12:10,2050-07-06 13:00,NL_1,Culemborg,NL_1_205007061210
24,2050-07-06 13:05,2050-07-06 14:00,NL_1,Barneveld,NL_1_205007061305
20,2050-07-06 14:11,2050-07-06 15:00,NL_1,Emmeloord,NL_1_205007061411
19,2050-07-06 15:14,2050-07-06 16:00,NL_1,Hoogezand,NL_1_205007061514
16,2050-07-06 16:16,2050-07-06 17:00,NL_1,Oldenzaal,NL_1_205007061616
15,2050-07-06 17:01,2050-07-06 18:00,NL_1,Losser,NL_1_205007061701
10,2050-07-06 18:24,2050-07-06 19:00,NL_1,Vught,NL_1_205007061824
11,2050-07-06 19:04,2050-07-06 20:00,NL_1,Tongelre,NL_1_205007061904
11,2050-07-06 20:10,2050-07-06 21:00,NL_1,Culemborg,NL_1_205007062010
16,2050-07-06 21:05,2050-07-06 22:00,NL_1,Barneveld,NL_1_205007062105
15,2050-07-06 22:11,2050-07-06 23:00,NL_1,Emmeloord,NL_1_205007062211
15,2050-07-06 23:14,2050-07-07 00:00,NL_1,Hoogezand,NL_1_205007062314
20,2050-07-07 00:16,2050-07-07 01:00,NL_1,Oldenzaal,NL_1_205007070016
21,2050-07-07 01:01,2050-07-07 02:00,NL_1,Losser,NL_1_205007070101
19,2050-07-07 02:24,2050-07-07 03:00,NL_1,Vught,NL_1_205007070224
14,2050-07-07 03:04,2050-07-07 04:00,NL_1,Tongelre,NL_1_205007070304
17,2050-07-07 04:10,2050-07-07 05:00,NL_1,Culemborg,NL_1_205007070410
15,2050-07-07 05:05,2050-07-07 06:00,NL_1,Barneveld,NL_1_205007070505
15,2050-07-07 06:11,2050-07-07 07:00,NL_1,Emmeloord,NL_1_205007070611
14,2050-07-07 07:14,2050-07-07 08:00,NL_1,Hoogezand,NL_1_205007070714
13,2050-07-07 08:16,2050-07-07 09:00,NL_1,Oldenzaal,NL_1_205007070816
12,2050-07-07 09:01,2050-07-07 10:00,NL_1,Losser,NL_1_205007070901
7,2050-07-07 10:24,2050-07-07 11:00,NL_1,Vught,NL_1_205007071024
7,2050-07-07 11:04,2050-07-07 12:00,NL_1,Tongelre,NL_1_205007071104
4,2050-07-07 12:10,2050-07-07 13:00,NL_1,Culemborg,NL_1_205007071210
7,2050-07-07 13:05,2050-07-07 14:00,NL_1,Barneveld,NL_1_205007071305
6,2050-07-07 14:11,2050-07-07 15:00,NL_1,Emmeloord,NL_1_205007071411
5,2050-07-07 15:14,2050-07-07 16:00,NL_1,Hoogezand,NL_1_205007071514
5,2050-07-07 16:16,2050-07-07 17:00,NL_1,Oldenzaal,NL_1_205007071616
6,2050-07-07 17:01,2050-07-07 18:00,NL_1,Losser,NL_1_205007071701
5,2050-07-07 18:24,2050-07-07 19:00,NL_1,Vught,NL_1_205007071824
4,2050-07-07 19:04,2050-07-07 20:00,NL_1,Tongelre,NL_1_205007071904
9,2050-07-07 20:10,2050-07-07 21:00,NL_1,Culemborg,NL_1_205007072010
0,2050-07-07 21:05,2050-07-07 22:00,NL_1,Barneveld,NL_1_205007072105
1,2050-07-07 22:11,2050-07-07 23:00,NL_1,Emmeloord,NL_1_205007072211
4,2050-07-07 23:14,2050-07-08 00:00,NL_1,Hoogezand,NL_1_205007072314
1,2050-07-08 00:16,2050-07-08 01:00,NL_1,Oldenzaal,NL_1_205007080016
5,2050-07-08 01:01,2050-07-08 02:00,NL_1,Losser,NL_1_205007080101
8,2050-07-08 02:24,2050-07-08 03:00,NL_1,Vught,NL_1_205007080224
9,2050-07-08 03:04,2050-07-08 04:00,NL_1,Tongelre,NL_1_205007080304
12,2050-07-08 04:10,2050-07-08 05:00,NL_1,Culemborg,NL_1_205007080410
13,2050-07-08 05:05,2050-07-08 06:00,NL_1,Barneveld,NL_1_205007080505
12,2050-07-08 06:11,2050-07-08 07:00,NL_1,Emmeloord,NL_1_205007080611
12,2050-07-08 07:14,2050-07-08 08:00,NL_1,Hoogezand,NL_1_205007080714
14,2050-07-08 08:16,2050-07-08 09:00,NL_1,Oldenzaal,NL_1_205007080816
14,2050-07-08 09:01,2050-07-08 10:00,NL_1,Losser,NL_1_205007080901
15,2050-07-08 10:24,2050-07-08 11:00,NL_1,Vught,NL_1_205007081024
13,2050-07-08 11:04,2050-07-08 12:00,NL_1,Tongelre,NL_1_205007081104
12,2050-07-08 12:10,2050-07-08 13:00,NL_1,Culemborg,NL_1_205007081210
10,2050-07-08 13:05,2050-07-08 14:00,NL_1,Barneveld,NL_1_205007081305
7,2050-07-08 14:11,2050-07-08 15:00,NL_1,Emmeloord,NL_1_205007081411
7,2050-07-08 15:14,2050-07-08 16:00,NL_1,Hoogezand,NL_1_205007081514
8,2050-07-08 16:16,2050-07-08 17:00,NL_1,Oldenzaal,NL_1_205007081616
8,2050-07-08 17:01,2050-07-08 18:00,NL_1,Losser,NL_1_205007081701
7,2050-07-08 18:24,2050-07-08 19:00,NL_1,Vught,NL_1_205007081824
6,2050-07-08 19:04,2050-07-08 20:00,NL_1,Tongelre,NL_1_205007081904
6,2050-07-08 20:10,2050-07-08 21:00,NL_1,Culemborg,NL_1_205007082010
5,2050-07-08 21:05,2050-07-08 22:00,NL_1,Barneveld,NL_1_205007082105
3,2050-07-08 22:11,2050-07-08 23:00,NL_1,Emmeloord,NL_1_205007082211
4,2050-07-08 23:14,2050-07-09 00:00,NL_1,Hoogezand,NL_1_205007082314
2,2050-07-09 00:16,2050-07-09 01:00,NL_1,Oldenzaal,NL_1_205007090016
0,2050-07-09 01:01,2050-07-09 02:00,NL_1,Losser,NL_1_205007090101
1,2050-07-09 02:24,2050-07-09 03:00,NL_1,Vught,NL_1_205007090224
0,2050-07-09 03:04,2050-07-09 04:00,NL_1,Tongelre,NL_1_205007090304
1,2050-07-09 04:10,2050-07-09 05:00,NL_1,Culemborg,NL_1_205007090410
0,2050-07-09 05:05,2050-07-09 06:00,NL_1,Barneveld,NL_1_205007090505
0,2050-07-09 06:11,2050-07-09 07:00,NL_1,Emmeloord,NL_1_205007090611
1,2050-07-09 07:14,2050-07-09 08:00,NL_1,Hoogezand,NL_1_205007090714
0,2050-07-09 08:16,2050-07-09 09:00,NL_1,Oldenzaal,NL_1_205007090816
12,2050-07-09 09:01,2050-07-09 10:00,NL_1,Losser,NL_1_205007090901
12,2050-07-09 10:24,2050-07-09 11:00,NL_1,Vught,NL_1_205007091024
11,2050-07-09 11:04,2050-07-09 12:00,NL_1,Tongelre,NL_1_205007091104
10,2050-07-09 12:10,2050-07-09 13:00,NL_1,Culemborg,NL_1_205007091210
12,2050-07-09 13:05,2050-07-09 14:00,NL_1,Barneveld,NL_1_205007091305
12,2050-07-09 14:11,2050-07-09 15:00,NL_1,Emmeloord,NL_1_205007091411
16,2050-07-09 15:14,2050-07-09 16:00,NL_1,Hoogezand,NL_1_205007091514
20,2050-07-09 16:16,2050-07-09 17:00,NL_1,Oldenzaal,NL_1_205007091616
19,2050-07-09 17:01,2050-07-09 18:00,NL_1,Losser,NL_1_205007091701
21,2050-07-09 18:24,2050-07-09 19:00,NL_1,Vught,NL_1_205007091824
18,2050-07-09 19:04,2050-07-09 20:00,NL_1,Tongelre,NL_1_205007091904
17,2050-07-09 20:10,2050-07-09 21:00,NL_1,Culemborg,NL_1_205007092010
18,2050-07-09 21:05,2050-07-09 22:00,NL_1,Barneveld,NL_1_205007092105
16,2050-07-09 22:11,2050-07-09 23:00,NL_1,Emmeloord,NL_1_205007092211
16,2050-07-09 23:14,2050-07-10 00:00,NL_1,Hoogezand,NL_1_205007092314
17,2050-07-10 00:16,2050-07-10 01:00,NL_1,Oldenzaal,NL_1_205007100016
14,2050-07-10 01:01,2050-07-10 02:00,NL_1,Losser,NL_1_205007100101
13,2050-07-10 02:24,2050-07-10 03:00,NL_1,Vught,NL_1_205007100224
7,2050-07-10 03:04,2050-07-10 04:00,NL_1,Tongelre,NL_1_205007100304
6,2050-07-10 04:10,2050-07-10 05:00,NL_1,Culemborg,NL_1_205007100410
6,2050-07-10 05:05,2050-07-10 06:00,NL_1,Barneveld,NL_1_205007100505
7,2050-07-10 06:11,2050-07-10 07:00,NL_1,Emmeloord,NL_1_205007100611
8,2050-07-10 07:14,2050-07-10 08:00,NL_1,Hoogezand,NL_1_205007100714
7,2050-07-10 08:16,2050-07-10 09:00,NL_1,Oldenzaal,NL_1_205007100816
7,2050-07-10 09:01,2050-07-10 10:00,NL_1,Losser,NL_1_205007100901
7,2050-07-10 10:24,2050-07-10 11:00,NL_1,Vught,NL_1_205007101024
8,2050-07-10 11:04,2050-07-10 12:00,NL_1,Tongelre,NL_1_205007101104
9,2050-07-10 12:10,2050-07-10 13:00,NL_1,Culemborg,NL_1_205007101210
8,2050-07-10 13:05,2050-07-10 14:00,NL_1,Barneveld,NL_1_205007101305
5,2050-07-10 14:11,2050-07-10 15:00,NL_1,Emmeloord,NL_1_205007101411
5,2050-07-10 15:14,2050-07-10 16:00,NL_1,Hoogezand,NL_1_205007101514
8,2050-07-10 16:16,2050-07-10 17:00,NL_1,Oldenzaal,NL_1_205007101616
9,2050-07-10 17:01,2050-07-10 18:00,NL_1,Losser,NL_1_205007101701
7,2050-07-10 18:24,2050-07-10 19:00,NL_1,Vught,NL_1_205007101824
6,2050-07-10 19:04,2050-07-10 20:00,NL_1,Tongelre,NL_1_205007101904
9,2050-07-10 20:10,2050-07-10 21:00,NL_1,Culemborg,NL_1_205007102010
7,2050-07-10 21:05,2050-07-10 22:00,NL_1,Barneveld,NL_1_205007102105
5,2050-07-10 22:11,2050-07-10 23:00,NL_1,Emmeloord,NL_1_205007102211
5,2050-07-10 23:14,2050-07-11 00:00,NL_1,Hoogezand,NL_1_205007102314
7,2050-07-11 00:16,2050-07-11 01:00,NL_1,Oldenzaal,NL_1_205007110016
4,2050-07-11 01:01,2050-07-11 02:00,NL_1,Losser,NL_1_205007110101
0,2050-07-11 02:24,2050-07-11 03:00,NL_1,Vught,NL_1_205007110224
0,2050-07-11 03:04,2050-07-11 04:00,NL_1,Tongelre,NL_1_205007110304
3,2050-07-11 04:10,2050-07-11 05:00,NL_1,Culemborg,NL_1_205007110410
0,2050-07-11 05:05,2050-07-11 06:00,NL_1,Barneveld,NL_1_205007110505
0,2050-07-11 06:11,2050-07-11 07:00,NL_1,Emmeloord,NL_1_205007110611
0,2050-07-11 07:14,2050-07-11 08:00,NL_1,Hoogezand,NL_1_205007110714
4,2050-07-11 08:16,2050-07-11 09:00,NL_1,Oldenzaal,NL_1_205007110816
6,2050-07-11 09:01,2050-07-11 10:00,NL_1,Losser,NL_1_205007110901
4,2050-07-11 10:24,2050-07-11 11:00,NL_1,Vught,NL_1_205007111024
1,2050-07-11 11:04,2050-07-11 12:00,NL_1,Tongelre,NL_1_205007111104
0,2050-07-11 12:10,2050-07-11 13:00,NL_1,Culemborg,NL_1_205007111210
1,2050-07-11 13:05,2050-07-11 14:00,NL_1,Barneveld,NL_1_205007111305
12,2050-07-11 14:11,2050-07-11 15:00,NL_1,Emmeloord,NL_1_205007111411
11,2050-07-11 15:14,2050-07-11 16:00,NL_1,Hoogezand,NL_1_205007111514
8,2050-07-11 16:16,2050-07-11 17:00,NL_1,Oldenzaal,NL_1_205007111616
8,2050-07-11 17:01,2050-07-11 18:00,NL_1,Losser,NL_1_205007111701
8,2050-07-11 18:24,2050-07-11 19:00,NL_1,Vught,NL_1_205007111824
9,2050-07-11 19:04,2050-07-11 20:00,NL_1,Tongelre,NL_1_205007111904
8,2050-07-11 20:10,2050-07-11 21:00,NL_1,Culemborg,NL_1_205007112010
5,2050-07-11 21:05,2050-07-11 22:00,NL_1,Barneveld,NL_1_205007112105
6,2050-07-11 22:11,2050-07-11 23:00,NL_1,Emmeloord,NL_1_205007112211
6,2050-07-11 23:14,2050-07-12 00:00,NL_1,Hoogezand,NL_1_205007112314
1,2050-07-12 00:16,2050-07-12 01:00,NL_1,Oldenzaal,NL_1_205007120016
1,2050-07-12 01:01,2050-07-12 02:00,NL_1,Losser,NL_1_205007120101
1,2050-07-12 02:24,2050-07-12 03:00,NL_1,Vught,NL_1_205007120224
2,2050-07-12 03:04,2050-07-12 04:00,NL_1,Tongelre,NL_1_205007120304
0,2050-07-12 04:10,2050-07-12 05:00,NL_1,Culemborg,NL_1_205007120410
0,2050-07-12 05:05,2050-07-12 06:00,NL_1,Barneveld,NL_1_205007120505
1,2050-07-12 06:11,2050-07-12 07:00,NL_1,Emmeloord,NL_1_205007120611
3,2050-07-12 07:14,2050-07-12 08:00,NL_1,Hoogezand,NL_1_205007120714
1,2050-07-12 08:16,2050-07-12 09:00,NL_1,Oldenzaal,NL_1_205007120816
2,2050-07-12 09:01,2050-07-12 10:00,NL_1,Losser,NL_1_205007120901
1,2050-07-12 10:24,2050-07-12 11:00,NL_1,Vught,NL_1_205007121024
2,2050-07-12 11:04,2050-07-12 12:00,NL_1,Tongelre,NL_1_205007121104
5,2050-07-12 12:10,2050-07-12 13:00,NL_1,Culemborg,NL_1_205007121210
0,2050-07-12 13:05,2050-07-12 14:00,NL_1,Barneveld,NL_1_205007121305
2,2050-07-12 14:11,2050-07-12 15:00,NL_1,Emmeloord,NL_1_205007121411
2,2050-07-12 15:14,2050-07-12 16:00,NL_1,Hoogezand,NL_1_205007121514
5,2050-07-12 16:16,2050-07-12 17:00,NL_1,Oldenzaal,NL_1_205007121616
6,2050-07-12 17:01,2050-07-12 18:00,NL_1,Losser,NL_1_205007121701
4,2050-07-12 18:24,2050-07-12 19:00,NL_1,Vught,NL_1_205007121824
1,2050-07-12 19:04,2050-07-12 20:00,NL_1,Tongelre,NL_1_205007121904
0,2050-07-12 20:10,2050-07-12 21:00,NL_1,Culemborg,NL_1_205007122010
1,2050-07-12 21:05,2050-07-12 22:00,NL_1,Barneveld,NL_1_205007122105
0,2050-07-12 22:11,2050-07-12 23:00,NL_1,Emmeloord,NL_1_205007122211
1,2050-07-12 23:14,2050-07-13 00:00,NL_1,Hoogezand,NL_1_205007122314
3,2050-07-13 00:16,2050-07-13 01:00,NL_1,Oldenzaal,NL_1_205007130016
1,2050-07-13 01:01,2050-07-13 02:00,NL_1,Losser,NL_1_205007130101
1,2050-07-13 02:24,2050-07-13 03:00,NL_1,Vught,NL_1_205007130224
3,2050-07-13 03:04,2050-07-13 04:00,NL_1,Tongelre,NL_1_205007130304
1,2050-07-13 04:10,2050-07-13 05:00,NL_1,Culemborg,NL_1_205007130410
1,2050-07-13 05:05,2050-07-13 06:00,NL_1,Barneveld,NL_1_205007130505
4,2050-07-13 06:11,2050-07-13 07:00,NL_1,Emmeloord,NL_1_205007130611
4,2050-07-13 07:14,2050-07-13 08:00,NL_1,Hoogezand,NL_1_205007130714
3,2050-07-13 08:16,2050-07-13 09:00,NL_1,Oldenzaal,NL_1_205007130816
1,2050-07-13 09:01,2050-07-13 10:00,NL_1,Losser,NL_1_205007130901
1,2050-07-13 10:24,2050-07-13 11:00,NL_1,Vught,NL_1_205007131024
0,2050-07-13 11:04,2050-07-13 12:00,NL_1,Tongelre,NL_1_205007131104
0,2050-07-13 12:10,2050-07-13 13:00,NL_1,Culemborg,NL_1_205007131210
1,2050-07-13 13:05,2050-07-13 14:00,NL_1,Barneveld,NL_1_205007131305
2,2050-07-13 14:11,2050-07-13 15:00,NL_1,Emmeloord,NL_1_205007131411
0,2050-07-13 15:14,2050-07-13 16:00,NL_1,Hoogezand,NL_1_205007131514
0,2050-07-13 16:16,2050-07-13 17:00,NL_1,Oldenzaal,NL_1_205007131616
2,2050-07-13 17:01,2050-07-13 18:00,NL_1,Losser,NL_1_205007131701
3,2050-07-13 18:24,2050-07-13 19:00,NL_1,Vught,NL_1_205007131824
1,2050-07-13 19:04,2050-07-13 20:00,NL_1,Tongelre,NL_1_205007131904
0,2050-07-13 20:10,2050-07-13 21:00,NL_1,Culemborg,NL_1_205007132010
1,2050-07-13 21:05,2050-07-13 22:00,NL_1,Barneveld,NL_1_205007132105
1,2050-07-13 22:11,2050-07-13 23:00,NL_1,Emmeloord,NL_1_205007132211
0,2050-07-13 23:14,2050-07-14 00:00,NL_1,Hoogezand,NL_1_205007132314
1,2050-07-14 00:16,2050-07-14 01:00,NL_1,Oldenzaal,NL_1_205007140016
0,2050-07-14 01:01,2050-07-14 02:00,NL_1,Losser,NL_1_205007140101
1,2050-07-14 02:24,2050-07-14 03:00,NL_1,Vught,NL_1_205007140224
4,2050-07-14 03:04,2050-07-14 04:00,NL_1,Tongelre,NL_1_205007140304
5,2050-07-14 04:10,2050-07-14 05:00,NL_1,Culemborg,NL_1_205007140410
4,2050-07-14 05:05,2050-07-14 06:00,NL_1,Barneveld,NL_1_205007140505
5,2050-07-14 06:11,2050-07-14 07:00,NL_1,Emmeloord,NL_1_205007140611
1,2050-07-14 07:14,2050-07-14 08:00,NL_1,Hoogezand,NL_1_205007140714
4,2050-07-14 08:16,2050-07-14 09:00,NL_1,Oldenzaal,NL_1_205007140816
2,2050-07-14 09:01,2050-07-14 10:00,NL_1,Losser,NL_1_205007140901
2,2050-07-14 10:24,2050-07-14 11:00,NL_1,Vught,NL_1_205007141024
5,2050-07-14 11:04,2050-07-14 12:00,NL_1,Tongelre,NL_1_205007141104
5,2050-07-14 12:10,2050-07-14 13:00,NL_1,Culemborg,NL_1_205007141210
5,2050-07-14 13:05,2050-07-14 14:00,NL_1,Barneveld,NL_1_205007141305
7,2050-07-14 14:11,2050-07-14 15:00,NL_1,Emmeloord,NL_1_205007141411
5,2050-07-14 15:14,2050-07-14 16:00,NL_1,Hoogezand,NL_1_205007141514
5,2050-07-14 16:16,2050-07-14 17:00,NL_1,Oldenzaal,NL_1_205007141616
7,2050-07-14 17:01,2050-07-14 18:00,NL_1,Losser,NL_1_205007141701
1,2050-07-14 18:24,2050-07-14 19:00,NL_1,Vught,NL_1_205007141824
5,2050-07-14 19:04,2050-07-14 20:00,NL_1,Tongelre,NL_1_205007141904
5,2050-07-14 20:10,2050-07-14 21:00,NL_1,Culemborg,NL_1_205007142010
1,2050-07-14 21:05,2050-07-14 22:00,NL_1,Barneveld,NL_1_205007142105
2,2050-07-14 22:11,2050-07-14 23:00,NL_1,Emmeloord,NL_1_205007142211
0,2050-07-14 23:14,2050-07-15 00:00,NL_1,Hoogezand,NL_1_205007142314
0,2050-07-15 00:16,2050-07-15 01:00,NL_1,Oldenzaal,NL_1_205007150016
0,2050-07-15 01:01,2050-07-15 02:00,NL_1,Losser,NL_1_205007150101
5,2050-07-15 02:24,2050-07-15 03:00,NL_1,Vught,NL_1_205007150224
4,2050-07-15 03:04,2050-07-15 04:00,NL_1,Tongelre,NL_1_205007150304
5,2050-07-15 04:10,2050-07-15 05:00,NL_1,Culemborg,NL_1_205007150410
4,2050-07-15 05:05,2050-07-15 06:00,NL_1,Barneveld,NL_1_205007150505
4,2050-07-15 06:11,2050-07-15 07:00,NL_1,Emmeloord,NL_1_205007150611
3,2050-07-15 07:14,2050-07-15 08:00,NL_1,Hoogezand,NL_1_205007150714
2,2050-07-15 08:16,2050-07-15 09:00,NL_1,Oldenzaal,NL_1_205007150816
3,2050-07-15 09:01,2050-07-15 10:00,NL_1,Losser,NL_1_205007150901
3,2050-07-15 10:24,2050-07-15 11:00,NL_1,Vught,NL_1_205007151024
1,2050-07-15 11:04,2050-07-15 12:00,NL_1,Tongelre,NL_1_205007151104
2,2050-07-15 12:10,2050-07-15 13:00,NL_1,Culemborg,NL_1_205007151210
4,2050-07-15 13:05,2050-07-15 14:00,NL_1,Barneveld,NL_1_205007151305
6,2050-07-15 14:11,2050-07-15 15:00,NL_1,Emmeloord,NL_1_205007151411
6,2050-07-15 15:14,2050-07-15 16:00,NL_1,Hoogezand,NL_1_205007151514
5,2050-07-15 16:16,2050-07-15 17:00,NL_1,Oldenzaal,NL_1_205007151616
6,2050-07-15 17:01,2050-07-15 18:00,NL_1,Losser,NL_1_205007151701
12,2050-07-15 18:24,2050-07-15 19:00,NL_1,Vught,NL_1_205007151824
15,2050-07-15 19:04,2050-07-15 20:00,NL_1,Tongelre,NL_1_205007151904
6,2050-07-15 20:10,2050-07-15 21:00,NL_1,Culemborg,NL_1_205007152010
6,2050-07-15 21:05,2050-07-15 22:00,NL_1,Barneveld,NL_1_205007152105
3,2050-07-15 22:11,2050-07-15 23:00,NL_1,Emmeloord,NL_1_205007152211
2,2050-07-15 23:14,2050-07-16 00:00,NL_1,Hoogezand,NL_1_205007152314
1,2050-07-16 00:16,2050-07-16 01:00,NL_1,Oldenzaal,NL_1_205007160016
0,2050-07-16 01:01,2050-07-16 02:00,NL_1,Losser,NL_1_205007160101
0,2050-07-16 02:24,2050-07-16 03:00,NL_1,Vught,NL_1_205007160224
0,2050-07-16 03:04,2050-07-16 04:00,NL_1,Tongelre,NL_1_205007160304
0,2050-07-16 04:10,2050-07-16 05:00,NL_1,Culemborg,NL_1_205007160410
1,2050-07-16 05:05,2050-07-16 06:00,NL_1,Barneveld,NL_1_205007160505
1,2050-07-16 06:11,2050-07-16 07:00,NL_1,Emmeloord,NL_1_205007160611
2,2050-07-16 07:14,2050-07-16 08:00,NL_1,Hoogezand,NL_1_205007160714
0,2050-07-16 08:16,2050-07-16 09:00,NL_1,Oldenzaal,NL_1_205007160816
2,2050-07-16 09:01,2050-07-16 10:00,NL_1,Losser,NL_1_205007160901
0,2050-07-16 10:24,2050-07-16 11:00,NL_1,Vught,NL_1_205007161024
5,2050-07-16 11:04,2050-07-16 12:00,NL_1,Tongelre,NL_1_205007161104
1,2050-07-16 12:10,2050-07-16 13:00,NL_1,Culemborg,NL_1_205007161210
2,2050-07-16 13:05,2050-07-16 14:00,NL_1,Barneveld,NL_1_205007161305
1,2050-07-16 14:11,2050-07-16 15:00,NL_1,Emmeloord,NL_1_205007161411
0,2050-07-16 15:14,2050-07-16 16:00,NL_1,Hoogezand,NL_1_205007161514
3,2050-07-16 16:16,2050-07-16 17:00,NL_1,Oldenzaal,NL_1_205007161616
6,2050-07-16 17:01,2050-07-16 18:00,NL_1,Losser,NL_1_205007161701
6,2050-07-16 18:24,2050-07-16 19:00,NL_1,Vught,NL_1_205007161824
8,2050-07-16 19:04,2050-07-16 20:00,NL_1,Tongelre,NL_1_205007161904
7,2050-07-16 20:10,2050-07-16 21:00,NL_1,Culemborg,NL_1_205007162010
8,2050-07-16 21:05,2050-07-16 22:00,NL_1,Barneveld,NL_1_205007162105
9,2050-07-16 22:11,2050-07-16 23:00,NL_1,Emmeloord,NL_1_205007162211
7,2050-07-16 23:14,2050-07-17 00:00,NL_1,Hoogezand,NL_1_205007162314
7,2050-07-17 00:16,2050-07-17 01:00,NL_1,Oldenzaal,NL_1_205007170016
